posting_id,role_id,country_id,industry_id,posting_date,salary_usd_min,salary_usd_max,salary_usd_avg,is_remote,experience_years_req,posting_count
11122,24,22,18,2020-07-11,40455.82,58559.65,46456.59,True,10,69
11123,24,23,6,2020-05-11,23769.7,39884.07,29883.31,False,7,51
11124,24,24,16,2020-07-13,24006.24,33080.76,29268.59,True,9,59
11125,24,25,10,2020-05-04,18620.66,30975.14,23511.35,False,7,46
11126,24,26,19,2020-08-19,13816.4,22316.95,17479.64,False,7,24
11127,24,27,16,2020-07-26,15316.92,23988.84,17674.09,False,7,32
11128,24,28,7,2020-07-22,16431.89,25915.91,20069.11,True,10,33
11129,24,29,2,2020-06-18,23807.79,37403.51,30511.88,True,8,47
11130,24,30,16,2020-02-28,20427.97,28338.78,24942.32,False,5,27
11131,24,31,2,2020-05-09,19333.02,31149.24,23617.43,False,8,51
11132,24,32,16,2020-08-02,21312.18,33240.38,26912.99,False,10,53
11133,24,33,11,2020-10-04,31275.92,45277.07,36900.18,False,10,50
11134,24,34,11,2020-03-11,31444.67,49730.36,37554.06,True,6,66
11135,24,35,12,2020-05-18,18782.76,26600.09,22927.53,False,5,45
11136,24,36,20,2020-12-11,14956.51,23045.24,17476.2,False,5,27
11137,24,37,4,2020-04-16,11028.11,17185.33,14599.53,False,7,18
11138,24,38,4,2020-06-03,17601.55,24598.98,20341.89,False,6,33
11139,24,39,2,2020-10-22,42369.54,59520.6,51384.84,False,7,73
11140,24,40,2,2020-12-10,46633.96,66475.12,57053.93,False,5,86
11141,24,41,12,2020-02-17,28755.56,42052.1,36146.19,False,9,61
11142,24,42,14,2020-05-19,32508.64,53168.43,39686.05,False,8,86
11143,24,43,15,2020-08-28,50167.53,87365.64,65626.83,False,10,118
11144,24,44,9,2020-05-13,59898.03,94206.82,68379.06,False,7,104
11145,24,45,4,2020-09-21,58986.35,90858.06,74187.0,True,10,138
11146,24,46,2,2020-02-01,35821.92,57126.27,45065.18,True,10,87
11147,24,47,1,2020-10-08,29961.28,46020.66,34231.08,False,10,45
11148,24,48,7,2020-11-20,53249.97,89151.09,70808.21,True,9,115
11149,24,49,6,2020-07-13,68516.18,105150.57,90360.68,False,7,175
11150,24,50,16,2020-01-08,87273.99,124477.67,105469.32,False,10,147
11151,24,51,8,2020-02-13,13165.68,18192.92,15980.9,True,6,31
11152,24,52,12,2020-01-18,12020.13,17711.25,14465.4,False,5,22
11153,24,53,18,2020-04-18,8292.71,12302.71,9619.54,False,10,19
11154,24,54,13,2020-02-28,29160.16,45040.24,37529.76,False,10,64
11155,24,55,9,2020-01-20,22963.33,36076.17,29828.08,True,5,36
11156,24,56,16,2020-02-23,11201.64,19314.45,14673.57,False,8,29
11157,24,57,19,2020-06-17,52866.45,89504.31,69873.96,False,8,109
11158,24,58,12,2020-05-28,96241.93,156537.23,119365.9,True,5,141
11159,24,59,13,2020-03-27,9700.13,14355.78,11160.05,True,8,14
11160,24,60,9,2020-06-09,14806.17,21840.76,17037.16,False,6,29
11161,25,1,9,2020-04-17,179106.96,257888.66,213455.5,False,14,228
11162,25,2,1,2020-05-18,135342.6,185741.39,155019.67,False,11,192
11163,25,3,17,2020-11-22,127194.16,218171.27,158370.58,True,11,154
11164,25,4,20,2020-11-20,117933.97,204702.45,152761.19,False,10,128
11165,25,5,9,2020-10-16,137328.14,241644.06,181251.49,False,12,214
11166,25,6,3,2020-04-05,131161.48,191478.95,166489.55,True,11,147
11167,25,7,14,2020-04-20,108781.41,152236.22,129895.77,False,13,133
11168,25,8,8,2020-10-23,143230.85,215105.26,178016.8,True,8,253
11169,25,9,3,2020-04-07,114995.65,180823.12,148202.84,False,9,169
11170,25,10,6,2020-02-04,126350.21,193769.49,166250.61,False,14,187
11171,25,11,20,2020-12-10,172715.13,258211.2,205095.15,False,10,174
11172,25,12,9,2020-01-02,113691.62,169553.75,147067.29,False,15,199
11173,25,13,10,2020-02-07,102111.67,160910.06,132915.19,False,9,145
11174,25,14,2,2020-04-12,123022.53,199599.55,157269.06,False,9,210
11175,25,15,7,2020-12-17,157916.82,257404.4,193888.73,True,13,243
11176,25,16,12,2020-09-21,139913.09,238590.89,173235.27,True,8,165
11177,25,17,11,2020-05-28,139256.56,186422.05,165068.23,False,10,210
11178,25,18,16,2020-07-22,103076.65,175155.48,133242.51,False,8,158
11179,25,19,4,2020-05-19,134418.3,198034.63,159938.66,False,12,171
11180,25,20,6,2020-01-17,117730.2,187478.98,138491.14,False,9,169
11181,25,21,11,2020-05-28,34703.67,47879.89,41694.71,False,15,57
11182,25,22,2,2020-05-23,41314.88,61756.87,53686.23,False,9,77
11183,25,23,7,2020-09-24,40670.76,66325.99,50800.66,False,13,62
11184,25,24,6,2020-08-11,31475.67,42995.5,38209.0,False,8,46
11185,25,25,13,2020-09-19,30768.74,42565.75,36561.4,True,12,47
11186,25,26,17,2020-09-28,18699.21,26968.4,22465.49,False,9,24
11187,25,27,19,2020-01-19,23318.28,35998.88,28079.02,True,15,34
11188,25,28,16,2020-12-11,24409.38,38653.63,28694.67,False,10,27
11189,25,29,18,2020-10-11,34304.56,54658.0,44302.19,False,8,58
11190,25,30,19,2020-05-16,28370.14,39053.36,33009.88,False,15,31
11191,25,31,4,2020-05-28,27127.87,45433.61,34839.16,False,8,28
11192,25,32,2,2020-10-05,29679.39,40078.55,35560.14,False,13,35
11193,25,33,3,2020-10-12,40211.19,67395.4,51202.21,False,14,48
11194,25,34,5,2020-07-22,45574.75,75935.65,57694.63,False,10,70
11195,25,35,3,2020-10-13,24892.07,39179.53,31007.88,False,12,47
11196,25,36,15,2020-01-08,21006.32,30322.32,24548.78,False,9,19
11197,25,37,7,2020-03-16,17273.36,29891.69,22284.34,True,10,29
11198,25,38,17,2020-02-23,29289.12,41103.9,35606.14,True,14,29
11199,25,39,5,2020-12-20,64729.13,100412.82,75148.78,False,14,60
11200,25,40,8,2020-06-11,76713.64,119223.74,87262.31,True,9,74
11201,25,41,3,2020-10-13,49165.66,83751.26,61836.82,False,13,71
11202,25,42,8,2020-10-21,59257.31,91470.72,69284.47,False,11,87
11203,25,43,13,2020-05-04,74773.25,102829.08,86944.41,True,12,63
11204,25,44,20,2020-05-13,72610.36,132146.76,96209.9,False,9,132
11205,25,45,17,2020-09-01,87415.66,122721.56,103397.01,True,11,94
11206,25,46,8,2020-12-11,64741.53,96727.03,81408.67,False,8,57
11207,25,47,8,2020-04-09,38871.48,56382.51,49495.37,True,12,63
11208,25,48,15,2020-11-21,85094.94,136581.16,112757.4,False,8,123
11209,25,49,18,2020-10-13,118668.7,188982.02,143612.3,False,14,159
11210,25,50,3,2020-05-15,130102.53,217976.43,165113.22,False,11,178
11211,25,51,11,2020-01-22,24035.4,37428.2,27379.49,False,10,33
11212,25,52,11,2020-08-17,18077.24,26437.65,21560.48,False,14,28
11213,25,53,11,2020-09-01,10648.61,16014.91,13701.42,False,13,16
11214,25,54,17,2020-12-02,39354.56,52536.54,46786.14,True,9,54
11215,25,55,16,2020-08-22,30612.39,47689.35,35093.98,True,8,36
11216,25,56,8,2020-03-09,17287.59,30931.81,22589.4,True,9,19
11217,25,57,17,2020-09-08,76150.0,115264.17,98064.34,False,8,82
11218,25,58,9,2020-04-22,126240.65,200238.63,150137.2,False,10,183
11219,25,59,4,2020-02-25,15893.01,24998.32,18394.06,False,15,24
11220,25,60,2,2020-04-13,22683.46,32955.66,27652.23,True,14,26
11221,26,1,20,2020-07-17,194446.27,291592.97,256786.19,False,18,205
11222,26,2,9,2020-02-20,176488.52,293823.67,228141.34,False,14,170
11223,26,3,10,2020-02-06,179535.09,287856.53,223576.42,False,12,227
11224,26,4,13,2020-06-17,173653.73,240999.06,208345.36,False,17,155
11225,26,5,7,2020-01-20,210334.12,327762.34,264360.79,False,15,181
11226,26,6,16,2020-02-15,171448.0,256072.32,212753.36,False,14,165
11227,26,7,1,2020-06-18,185232.42,284124.3,225604.31,False,15,120
11228,26,8,5,2020-02-09,192777.25,309504.39,231048.51,False,12,148
11229,26,9,13,2020-12-07,200324.59,264621.37,233829.94,False,21,180
11230,26,10,7,2020-04-18,175573.35,310489.68,229364.35,False,17,162
11231,26,11,11,2020-02-19,267210.51,416356.92,337900.09,False,13,247
11232,26,12,19,2020-06-07,190528.06,259929.81,216614.42,False,10,173
11233,26,13,5,2020-09-21,191124.62,320342.95,232302.92,False,14,200
11234,26,14,10,2020-02-07,216512.46,311994.74,276284.83,False,12,192
11235,26,15,20,2020-07-03,239035.17,387770.1,282620.64,False,11,199
11236,26,16,20,2020-07-15,216047.05,293533.48,249032.72,False,15,122
11237,26,17,13,2020-01-07,182611.22,295199.11,218696.81,False,18,196
11238,26,18,16,2020-07-04,190302.86,320936.82,250123.22,False,16,118
11239,26,19,15,2020-03-01,196978.12,287647.32,229512.79,False,17,163
11240,26,20,11,2020-07-07,139543.58,253451.34,183897.33,False,18,108
11241,26,21,5,2020-11-23,51282.28,70690.24,60285.95,False,16,55
11242,26,22,8,2020-09-20,74464.72,108873.05,95500.28,False,11,80
11243,26,23,7,2020-11-18,56071.73,89819.93,68060.8,False,17,43
11244,26,24,2,2020-01-26,44710.45,65791.23,57763.21,False,17,56
11245,26,25,8,2020-02-14,49591.01,72445.12,62290.34,False,15,36
11246,26,26,16,2020-04-25,27611.09,47149.47,34608.0,False,13,20
11247,26,27,14,2020-07-23,33380.77,47780.19,41342.12,False,15,37
11248,26,28,13,2020-10-07,37310.94,57022.73,46049.06,False,14,29
11249,26,29,19,2020-09-19,48446.58,72382.87,56183.63,False,20,40
11250,26,30,8,2020-10-03,41208.76,54493.06,47175.91,False,21,51
11251,26,31,11,2020-06-13,48530.11,66998.97,59597.57,False,13,37
11252,26,32,8,2020-11-21,48701.73,76904.11,62769.29,False,10,54
11253,26,33,8,2020-01-03,53785.45,93032.03,69696.33,False,13,62
11254,26,34,1,2020-02-18,73143.94,98672.81,86317.04,False,21,50
11255,26,35,1,2020-06-04,36173.97,63773.56,46370.15,False,13,46
11256,26,36,5,2020-11-10,24442.27,38846.3,30093.26,False,20,24
11257,26,37,13,2020-06-22,28776.47,45728.7,37435.6,False,16,18
11258,26,38,12,2020-08-01,41402.11,68784.9,51376.66,False,14,33
11259,26,39,1,2020-01-17,88004.9,126988.4,101801.2,False,12,52
11260,26,40,18,2020-01-18,96980.58,149947.01,121332.04,False,17,91
11261,26,41,1,2020-11-10,68552.62,97770.64,79629.13,False,12,53
11262,26,42,13,2020-04-06,85854.41,122722.55,100238.4,False,21,93
11263,26,43,4,2020-02-28,101631.72,157109.25,133521.33,False,11,77
11264,26,44,1,2020-12-09,113975.16,186228.64,140492.93,False,11,129
11265,26,45,11,2020-11-05,125656.72,201404.18,156128.51,False,12,117
11266,26,46,14,2020-12-04,80873.24,134877.45,104389.99,False,10,88
11267,26,47,8,2020-04-21,64966.51,100415.21,73930.89,False,17,48
11268,26,48,6,2020-09-04,119409.07,159042.23,138489.15,False,15,108
11269,26,49,8,2020-11-07,180406.1,270685.33,231749.0,False,20,168
11270,26,50,17,2020-02-18,213486.71,287949.85,245486.72,False,11,183
11271,26,51,19,2020-01-16,27947.67,43345.72,35440.31,False,20,34
11272,26,52,7,2020-09-25,22949.12,37665.98,27841.6,False,18,17
11273,26,53,8,2020-05-12,18159.42,26130.43,22704.07,False,18,18
11274,26,54,11,2020-03-14,69270.18,100354.24,84357.09,False,11,74
11275,26,55,12,2020-01-28,57011.5,88230.8,66774.91,False,15,48
11276,26,56,18,2020-07-13,25879.14,40806.36,31503.96,False,15,23
11277,26,57,19,2020-03-23,120570.26,176143.59,152319.66,False,21,86
11278,26,58,20,2020-11-08,206924.5,329797.95,257684.24,False,21,169
11279,26,59,14,2020-06-23,20294.5,28254.18,24132.11,False,12,21
11280,26,60,10,2020-09-23,33386.32,55298.08,41282.03,False,10,22
11281,27,1,11,2020-08-03,197517.08,331228.55,246990.18,False,14,177
11282,27,2,10,2020-11-06,235345.43,364829.73,271737.9,False,10,235
11283,27,3,17,2020-12-05,215454.32,326588.56,250016.81,False,17,208
11284,27,4,9,2020-07-16,198663.95,319963.08,235291.49,False,20,138
11285,27,5,9,2020-11-25,180968.84,303161.44,226563.96,False,15,205
11286,27,6,18,2020-08-19,231474.63,320387.11,267923.02,False,10,174
11287,27,7,10,2020-03-25,182070.22,270929.95,207699.69,False,13,112
11288,27,8,12,2020-02-23,223745.22,355476.65,272014.17,False,18,199
11289,27,9,16,2020-04-06,182467.07,250086.17,208295.69,False,11,135
11290,27,10,6,2020-03-09,164100.82,266377.91,213212.34,False,21,137
11291,27,11,3,2020-10-27,283598.23,392504.91,335625.2,False,15,200
11292,27,12,18,2020-10-23,198088.41,333424.48,244730.45,False,13,140
11293,27,13,12,2020-03-26,177269.97,270337.95,205014.84,False,20,192
11294,27,14,1,2020-03-21,210266.33,358952.68,279109.11,False,21,241
11295,27,15,2,2020-06-15,192291.38,332253.38,243296.17,False,16,152
11296,27,16,5,2020-11-26,206863.43,316125.04,250188.1,False,15,233
11297,27,17,14,2020-04-21,164976.68,270020.95,205884.43,False,15,195
11298,27,18,6,2020-09-25,202673.68,318825.11,236286.69,False,18,120
11299,27,19,7,2020-08-06,207721.62,310498.77,270907.57,False,13,201
11300,27,20,5,2020-01-13,149567.93,223715.85,172556.82,False,19,185
11301,27,21,4,2020-12-10,56617.26,79233.4,65967.79,False,14,57
11302,27,22,13,2020-01-13,75940.4,105445.47,93387.37,False,20,70
11303,27,23,6,2020-02-08,59102.96,96292.14,73419.39,False,18,53
11304,27,24,19,2020-04-11,54195.27,89893.87,67962.73,False,10,34
11305,27,25,20,2020-10-07,42886.17,69875.52,52765.11,False,13,40
11306,27,26,3,2020-11-16,27793.44,45044.95,35993.01,False,18,32
11307,27,27,3,2020-02-28,34857.99,54369.22,40125.22,False,11,34
11308,27,28,18,2020-12-28,35510.09,48885.15,41550.63,False,13,27
11309,27,29,8,2020-02-27,49592.83,84655.41,63379.2,False,20,42
11310,27,30,2,2020-07-20,40727.27,55266.37,48777.27,False,15,40
11311,27,31,9,2020-06-02,48552.45,71499.02,58188.74,False,17,31
11312,27,32,18,2020-04-22,51521.77,73755.86,63483.58,False,19,33
11313,27,33,7,2020-06-02,48690.99,87197.98,63308.45,False,17,60
11314,27,34,4,2020-05-19,84891.84,114546.51,98038.89,False,20,79
11315,27,35,20,2020-12-10,43706.41,64462.08,51133.18,False,14,27
11316,27,36,10,2020-01-09,27978.71,40118.9,32208.65,False,14,18
11317,27,37,4,2020-05-05,27105.71,41954.11,33804.96,False,19,26
11318,27,38,17,2020-05-12,41820.65,65366.6,47547.44,False,16,47
11319,27,39,7,2020-08-21,73759.22,119170.36,90722.83,False,19,86
11320,27,40,13,2020-09-14,95224.84,140797.43,121863.41,False,17,100
11321,27,41,11,2020-08-25,70967.53,104815.15,87340.45,False,14,84
11322,27,42,10,2020-12-12,76412.34,110904.6,87342.39,False,12,94
11323,27,43,16,2020-06-09,106017.2,172215.06,127662.35,False,11,66
11324,27,44,16,2020-03-07,92769.89,152911.18,123093.38,False,11,79
11325,27,45,13,2020-11-17,112970.6,185800.31,144065.3,False,21,86
11326,27,46,6,2020-01-13,96413.69,146680.92,112078.64,False,14,97
11327,27,47,1,2020-09-07,66725.16,95054.37,75895.23,False,12,73
11328,27,48,16,2020-10-12,123684.9,194141.97,148479.22,False,15,162
11329,27,49,7,2020-01-26,146406.36,259749.22,194920.66,False,18,119
11330,27,50,17,2020-12-23,172417.71,305606.02,227769.03,False,19,188
11331,27,51,15,2020-07-07,32114.52,53090.81,41060.2,False,15,28
11332,27,52,4,2020-10-13,27495.65,43182.96,34504.32,False,16,25
11333,27,53,5,2020-08-25,18460.31,32838.54,23971.02,False,14,19
11334,27,54,20,2020-10-06,61053.48,94924.57,69573.61,False,19,54
11335,27,55,17,2020-01-05,48970.05,72482.44,62684.7,False,17,30
11336,27,56,20,2020-10-02,28284.55,41481.08,32581.84,False,18,30
11337,27,57,5,2020-01-18,147524.91,223420.38,184664.09,False,19,141
11338,27,58,17,2020-09-05,185457.99,275373.33,234491.63,False,20,192
11339,27,59,8,2020-03-28,20553.66,28442.29,25310.14,False,10,20
11340,27,60,12,2020-11-15,32945.93,52103.35,42671.35,False,11,31
11341,28,1,17,2020-01-09,56143.32,99437.94,74499.28,False,3,187
11342,28,2,9,2020-05-12,55765.98,83832.22,63389.37,False,5,151
11343,28,3,4,2020-03-04,52212.38,78270.06,69276.63,False,5,207
11344,28,4,10,2020-07-04,52904.65,87011.94,65668.13,False,5,165
11345,28,5,15,2020-05-11,53925.86,77728.21,67736.54,False,4,145
11346,28,6,17,2020-08-17,64863.56,99936.71,74030.05,False,2,124
11347,28,7,15,2020-03-19,48446.94,70576.82,56455.06,True,2,171
11348,28,8,18,2020-12-26,51339.74,87657.36,66523.43,False,5,162
11349,28,9,11,2020-04-21,53537.43,78220.41,68483.88,False,2,158
11350,28,10,9,2020-01-09,54042.33,74378.95,62638.13,False,3,150
11351,28,11,19,2020-03-03,73323.73,124426.31,90324.99,True,3,196
11352,28,12,3,2020-02-27,56379.7,91321.26,67273.07,False,5,176
11353,28,13,16,2020-10-09,47883.47,80649.35,60177.7,True,5,196
11354,28,14,19,2020-01-19,49635.87,72292.84,62963.89,True,4,157
11355,28,15,17,2020-08-01,63386.63,90491.35,78159.59,True,3,170
11356,28,16,9,2020-04-15,56289.18,80840.98,67770.13,False,4,121
11357,28,17,12,2020-03-04,46761.18,81790.69,60955.07,True,5,116
11358,28,18,11,2020-01-27,58930.44,81189.44,71021.6,False,5,201
11359,28,19,3,2020-10-02,61253.77,98997.16,72716.55,False,3,159
11360,28,20,10,2020-02-08,47394.17,67271.16,58669.35,False,3,139
11361,28,21,19,2020-04-28,14343.85,22108.07,17623.51,False,2,39
11362,28,22,14,2020-06-25,24883.4,32482.24,28443.69,True,3,66
11363,28,23,10,2020-04-08,14803.79,23817.95,18677.15,True,3,32
11364,28,24,16,2020-04-27,14040.41,22637.32,18516.73,True,4,48
11365,28,25,2,2020-07-14,14270.22,18611.73,16357.53,False,5,48
11366,28,26,14,2020-06-02,8277.49,12097.56,9458.52,False,4,20
11367,28,27,7,2020-07-09,8417.34,13024.18,11219.22,True,3,29
11368,28,28,17,2020-08-24,10050.48,16860.99,13156.57,False,4,27
11369,28,29,12,2020-10-28,12062.3,18214.4,15722.63,False,4,54
11370,28,30,10,2020-04-05,12150.15,16244.4,14062.62,True,4,27
11371,28,31,18,2020-10-05,13999.26,21840.47,15954.66,True,4,44
11372,28,32,7,2020-08-20,13835.58,22373.4,17528.24,False,5,26
11373,28,33,7,2020-12-20,18631.29,27712.86,21588.03,False,3,40
11374,28,34,5,2020-06-28,16869.71,27488.03,21749.37,False,2,41
11375,28,35,12,2020-09-01,9209.69,16510.89,12085.27,True,4,23
11376,28,36,6,2020-07-24,8205.5,11088.5,9620.58,False,4,18
11377,28,37,18,2020-12-09,7845.17,11649.97,8922.17,False,4,31
11378,28,38,1,2020-02-13,10668.96,16937.26,13831.26,True,5,38
11379,28,39,1,2020-09-04,20478.92,30440.08,26502.93,False,2,82
11380,28,40,7,2020-07-23,26659.88,41132.45,34768.78,False,2,66
11381,28,41,16,2020-04-15,18748.22,27327.02,21412.72,False,3,49
11382,28,42,2,2020-08-21,22580.17,35780.74,28895.2,True,4,71
11383,28,43,16,2020-08-17,24663.46,38193.99,32835.94,False,2,91
11384,28,44,13,2020-02-28,32598.57,46473.99,41272.5,False,4,120
11385,28,45,6,2020-03-13,32270.17,48936.03,37621.14,False,5,122
11386,28,46,1,2020-09-05,26027.73,40982.35,34279.89,False,3,69
11387,28,47,6,2020-11-01,17046.0,25267.67,21051.71,False,2,41
11388,28,48,5,2020-07-12,35597.38,48323.74,43104.46,True,5,75
11389,28,49,3,2020-10-11,42411.66,65851.79,54409.53,False,3,154
11390,28,50,1,2020-07-08,47510.66,73713.14,57506.28,True,5,171
11391,28,51,1,2020-03-25,9155.22,14729.43,11182.19,True,5,23
11392,28,52,18,2020-11-26,7650.8,11675.35,9514.43,False,2,16
11393,28,53,14,2020-09-11,6124.09,8190.52,7041.75,False,4,20
11394,28,54,7,2020-01-24,15366.54,26092.63,19515.11,False,3,48
11395,28,55,6,2020-10-24,12206.89,18930.94,15437.69,False,3,32
11396,28,56,10,2020-01-11,9330.67,13573.74,10766.33,True,5,28
11397,28,57,17,2020-08-12,32866.41,50763.11,40909.19,True,5,134
11398,28,58,10,2020-03-02,57840.69,88431.2,67207.68,False,2,134
11399,28,59,3,2020-04-27,6068.21,8939.46,7968.84,False,2,20
11400,28,60,13,2020-05-10,9621.09,14138.72,11704.85,True,5,20
11401,29,1,4,2020-05-04,64034.68,106939.35,79834.35,False,3,250
11402,29,2,20,2020-10-19,62136.44,81515.85,71490.85,False,2,154
11403,29,3,11,2020-07-12,58924.0,90676.2,71221.31,False,4,231
11404,29,4,8,2020-03-13,56815.27,87423.59,66562.98,False,2,212
11405,29,5,19,2020-08-25,62608.63,108538.12,82302.45,True,3,175
11406,29,6,19,2020-01-04,57170.39,91248.73,70586.1,True,5,146
11407,29,7,10,2020-10-17,43012.0,77563.13,56823.27,False,5,195
11408,29,8,7,2020-01-25,64712.6,93812.23,78846.42,False,3,178
11409,29,9,9,2020-04-17,50440.49,78190.33,65729.52,False,4,211
11410,29,10,7,2020-08-22,53212.5,83653.45,65336.56,True,3,180
11411,29,11,3,2020-11-04,91490.01,134888.45,110308.11,False,4,256
11412,29,12,8,2020-06-16,58893.33,91728.25,72727.81,False,5,191
11413,29,13,8,2020-09-01,55890.37,90487.12,68377.89,False,2,151
11414,29,14,15,2020-10-11,60100.72,93839.07,77504.53,False,3,244
11415,29,15,1,2020-04-12,59651.0,84922.82,73281.74,True,4,200
11416,29,16,18,2020-10-21,52441.72,77677.28,62557.92,False,2,213
11417,29,17,3,2020-08-05,51046.76,75243.13,65798.33,False,4,207
11418,29,18,6,2020-09-19,54128.29,85119.25,67164.73,False,2,186
11419,29,19,8,2020-06-03,59554.0,92266.94,67726.89,False,3,223
11420,29,20,10,2020-02-23,50027.6,81899.95,62139.37,False,3,170
11421,29,21,15,2020-12-06,13737.87,19739.06,17509.39,False,5,48
11422,29,22,1,2020-03-06,20865.93,29237.34,24581.8,False,2,55
11423,29,23,19,2020-12-02,18679.88,28666.29,22106.92,False,4,69
11424,29,24,5,2020-11-15,13892.19,19447.34,17248.8,False,3,54
11425,29,25,11,2020-06-27,13760.24,22908.73,17033.48,False,5,30
11426,29,26,1,2020-04-08,8795.86,13404.78,10163.51,True,3,22
11427,29,27,18,2020-06-21,11822.12,15865.67,13482.09,False,5,26
11428,29,28,2,2020-01-17,13143.62,18470.81,15212.33,False,5,28
11429,29,29,14,2020-03-18,15919.36,25823.4,18883.22,False,5,57
11430,29,30,16,2020-10-12,11374.28,19754.02,14613.12,True,4,50
11431,29,31,3,2020-03-21,14401.26,21114.82,16685.48,False,4,52
11432,29,32,18,2020-02-23,12616.21,18305.74,15046.47,False,4,37
11433,29,33,5,2020-04-28,16098.45,24391.37,20096.15,True,4,50
11434,29,34,12,2020-01-25,25334.7,35379.21,29659.72,True,2,91
11435,29,35,1,2020-10-23,13020.35,19516.34,15868.99,False,4,27
11436,29,36,3,2020-03-24,8448.18,13055.59,10476.84,False,4,19
11437,29,37,10,2020-08-07,8858.6,13756.72,10104.23,False,3,34
11438,29,38,16,2020-09-03,12274.02,19324.2,14419.64,False,4,36
11439,29,39,6,2020-12-01,25487.8,44256.06,32356.84,False,5,106
11440,29,40,10,2020-11-01,28679.05,45567.21,34481.09,False,3,120
11441,29,41,7,2020-10-11,22765.56,36630.28,28188.72,False,5,79
11442,29,42,3,2020-10-09,23089.58,32635.04,26412.73,False,2,51
11443,29,43,10,2020-01-25,31010.93,46738.46,40304.03,True,3,95
11444,29,44,5,2020-04-06,29957.79,49904.76,36483.52,False,5,131
11445,29,45,13,2020-01-07,36477.14,53863.68,48049.32,True,4,116
11446,29,46,2,2020-07-01,27189.97,40987.11,35289.66,False,3,86
11447,29,47,8,2020-11-15,15938.47,23176.48,19853.01,False,5,63
11448,29,48,8,2020-12-17,38205.81,58241.8,47287.96,False,4,117
11449,29,49,2,2020-11-26,46128.27,74138.32,60515.45,False,4,175
11450,29,50,5,2020-09-16,56414.7,87835.8,72583.87,False,2,208
11451,29,51,2,2020-01-13,9719.99,14518.84,12135.49,False,5,37
11452,29,52,18,2020-02-27,8129.52,13333.22,9985.81,False,2,23
11453,29,53,20,2020-11-01,4887.61,8129.43,6155.49,False,3,18
11454,29,54,8,2020-08-11,20327.04,31905.33,23777.16,True,2,55
11455,29,55,20,2020-07-27,14812.82,20897.56,17576.82,False,4,52
11456,29,56,15,2020-02-27,7735.68,12428.19,9876.78,False,4,24
11457,29,57,7,2020-11-26,40886.96,59363.99,49059.97,True,2,128
11458,29,58,3,2020-04-12,66206.1,92235.86,76590.97,True,3,223
11459,29,59,7,2020-11-12,6169.08,8538.23,7079.14,False,2,24
11460,29,60,19,2020-09-28,9393.62,12795.02,11259.15,False,3,32
11461,30,1,18,2020-01-02,60001.3,85685.32,76401.24,False,3,221
11462,30,2,7,2020-02-19,66080.74,104557.63,81228.67,True,3,241
11463,30,3,8,2020-01-06,61559.36,92823.12,76971.9,False,4,134
11464,30,4,20,2020-07-21,52328.55,71256.66,59482.27,False,2,135
11465,30,5,15,2020-12-05,64059.07,104647.29,81673.33,False,3,181
11466,30,6,8,2020-05-20,64995.33,100020.56,80456.18,False,2,238
11467,30,7,15,2020-04-02,52041.27,81938.39,63192.13,False,4,121
11468,30,8,20,2020-03-22,57474.89,91705.86,69834.73,False,3,219
11469,30,9,20,2020-09-17,55038.37,93869.13,72859.17,False,3,195
11470,30,10,18,2020-08-27,61804.51,111446.33,81350.5,False,3,160
11471,30,11,2,2020-06-02,81337.97,126347.06,99288.76,True,5,227
11472,30,12,12,2020-06-07,55760.7,93795.62,69343.15,False,3,197
11473,30,13,4,2020-09-08,46332.29,76433.01,60148.01,False,2,138
11474,30,14,3,2020-01-01,55870.24,80524.41,67720.63,False,5,171
11475,30,15,16,2020-02-06,58053.54,84543.94,71687.68,False,4,215
11476,30,16,18,2020-09-20,48502.87,76003.39,64588.49,False,2,214
11477,30,17,5,2020-02-20,53679.24,80162.13,67849.39,False,3,119
11478,30,18,5,2020-04-27,63869.14,88863.26,75806.03,False,4,163
11479,30,19,14,2020-07-26,54739.05,81187.23,68097.44,False,3,231
11480,30,20,11,2020-11-08,43403.98,63041.51,56080.09,True,4,153
11481,30,21,11,2020-03-11,13374.94,20984.24,16097.95,False,4,34
11482,30,22,20,2020-05-21,19875.64,33648.06,26292.97,True,4,59
11483,30,23,9,2020-01-06,18411.54,24260.56,21450.76,False,3,51
11484,30,24,4,2020-03-26,17200.75,24988.44,20855.61,False,4,55
11485,30,25,18,2020-08-25,14202.31,24234.41,18212.92,True,5,35
11486,30,26,14,2020-06-06,7127.56,10799.95,8972.75,True,2,27
11487,30,27,11,2020-12-07,8937.19,12859.2,10857.75,True,5,21
11488,30,28,9,2020-08-04,11196.35,16013.84,14159.62,False,4,43
11489,30,29,16,2020-11-24,14771.18,24820.4,18207.71,True,2,44
11490,30,30,9,2020-03-16,13532.19,21294.72,15701.59,False,5,43
11491,30,31,19,2020-10-06,12281.18,19763.84,15412.65,False,5,40
11492,30,32,10,2020-03-15,14008.23,20446.34,16729.64,False,4,59
11493,30,33,8,2020-07-12,15439.03,22818.64,19235.55,False,5,52
11494,30,34,15,2020-11-10,22929.72,33709.88,29011.91,True,2,87
11495,30,35,8,2020-11-08,12686.77,16754.28,14724.16,False,2,48
11496,30,36,4,2020-09-10,9729.97,14305.66,11300.74,False,5,29
11497,30,37,13,2020-11-08,7458.06,12291.91,9487.27,False,2,18
