disruption_id,role_id,industry_id,year,automation_risk_score,ai_replacement_index,future_safe_score
2792,20,19,2023,23.45,21.7,76.36
2793,20,19,2024,26.72,30.53,72.0
2794,20,20,2018,19.68,22.51,79.59
2795,20,20,2019,17.4,18.12,83.86
2796,20,20,2020,19.3,17.24,79.46
2797,20,20,2021,17.89,15.62,83.6
2798,20,20,2022,24.82,26.46,75.78
2799,20,20,2023,21.55,23.86,77.57
2800,20,20,2024,21.4,24.37,77.57
2801,21,1,2018,36.65,36.0,62.89
2802,21,1,2019,33.42,32.76,67.43
2803,21,1,2020,32.91,36.98,66.36
2804,21,1,2021,36.99,31.92,64.21
2805,21,1,2022,35.58,31.44,64.57
2806,21,1,2023,36.76,38.44,62.24
2807,21,1,2024,38.36,37.07,62.76
2808,21,2,2018,32.76,29.67,67.94
2809,21,2,2019,33.46,34.28,66.55
2810,21,2,2020,34.46,33.34,64.97
2811,21,2,2021,34.75,36.49,64.1
2812,21,2,2022,42.22,37.8,57.35
2813,21,2,2023,38.46,33.74,62.25
2814,21,2,2024,39.85,35.07,61.11
2815,21,3,2018,35.78,30.09,64.5
2816,21,3,2019,34.64,32.62,64.95
2817,21,3,2020,32.31,32.8,66.55
2818,21,3,2021,31.91,29.73,69.04
2819,21,3,2022,38.99,39.37,61.39
2820,21,3,2023,39.64,35.58,59.64
2821,21,3,2024,38.04,40.03,62.51
2822,21,4,2018,27.13,29.19,74.32
2823,21,4,2019,34.65,29.78,65.78
2824,21,4,2020,32.91,32.02,68.37
2825,21,4,2021,36.07,35.86,62.52
2826,21,4,2022,32.09,29.57,68.98
2827,21,4,2023,35.91,38.1,62.94
2828,21,4,2024,38.96,34.99,61.29
2829,21,5,2018,30.96,27.2,69.59
2830,21,5,2019,31.99,34.12,69.39
2831,21,5,2020,36.01,33.07,63.23
2832,21,5,2021,36.87,33.39,64.36
2833,21,5,2022,37.12,34.74,62.19
2834,21,5,2023,38.77,38.58,59.97
2835,21,5,2024,41.56,42.23,57.34
2836,21,6,2018,34.31,34.59,66.57
2837,21,6,2019,35.06,29.67,63.85
2838,21,6,2020,34.94,33.86,66.05
2839,21,6,2021,35.99,35.21,62.93
2840,21,6,2022,36.87,38.53,62.62
2841,21,6,2023,37.82,36.64,62.63
2842,21,6,2024,36.78,36.3,63.62
2843,21,7,2018,29.58,29.21,69.15
2844,21,7,2019,34.09,31.35,66.73
2845,21,7,2020,33.88,31.68,66.6
2846,21,7,2021,32.37,33.78,68.56
2847,21,7,2022,38.47,40.12,60.62
2848,21,7,2023,41.85,39.19,57.43
2849,21,7,2024,37.99,35.9,61.18
2850,21,8,2018,33.49,30.85,65.43
2851,21,8,2019,30.47,30.53,68.82
2852,21,8,2020,34.12,33.81,67.27
2853,21,8,2021,31.85,31.99,67.04
2854,21,8,2022,34.56,31.31,64.68
2855,21,8,2023,36.56,34.68,63.09
2856,21,8,2024,40.12,41.51,60.48
2857,21,9,2018,28.53,25.38,72.57
2858,21,9,2019,29.46,30.15,69.44
2859,21,9,2020,32.57,31.06,67.87
2860,21,9,2021,35.83,35.72,64.25
2861,21,9,2022,34.95,30.74,64.92
2862,21,9,2023,37.71,34.06,61.14
2863,21,9,2024,35.67,34.45,64.42
2864,21,10,2018,34.17,30.76,67.09
2865,21,10,2019,33.3,30.11,66.85
2866,21,10,2020,32.66,33.27,66.38
2867,21,10,2021,33.16,34.86,66.63
2868,21,10,2022,38.35,36.34,61.18
2869,21,10,2023,39.51,37.99,59.0
2870,21,10,2024,40.66,44.52,58.79
2871,21,11,2018,32.57,32.38,66.93
2872,21,11,2019,29.84,28.77,70.28
2873,21,11,2020,31.93,30.1,67.16
2874,21,11,2021,33.39,34.24,66.24
2875,21,11,2022,39.42,36.41,61.47
2876,21,11,2023,39.57,33.07,60.41
2877,21,11,2024,42.5,42.68,56.87
2878,21,12,2018,32.4,33.81,68.0
2879,21,12,2019,32.82,35.6,68.15
2880,21,12,2020,33.54,30.18,67.23
2881,21,12,2021,32.13,27.41,68.4
2882,21,12,2022,34.0,36.16,66.51
2883,21,12,2023,37.84,34.29,61.4
2884,21,12,2024,41.01,41.74,60.46
2885,21,13,2018,29.43,32.03,70.78
2886,21,13,2019,30.62,30.51,69.89
2887,21,13,2020,29.16,27.48,71.22
2888,21,13,2021,32.75,29.79,66.01
2889,21,13,2022,33.79,26.45,66.34
2890,21,13,2023,36.62,35.2,64.39
2891,21,13,2024,35.16,33.45,63.97
2892,21,14,2018,28.92,28.84,70.15
2893,21,14,2019,30.29,30.02,68.78
2894,21,14,2020,31.43,32.3,67.54
2895,21,14,2021,29.47,28.44,69.14
2896,21,14,2022,37.19,32.33,63.97
2897,21,14,2023,36.78,32.39,63.54
2898,21,14,2024,40.74,40.72,60.71
2899,21,15,2018,29.97,31.13,70.69
2900,21,15,2019,28.3,28.23,72.4
2901,21,15,2020,29.09,28.09,71.99
2902,21,15,2021,32.95,32.2,68.42
2903,21,15,2022,32.75,26.67,67.84
2904,21,15,2023,38.66,38.24,61.73
2905,21,15,2024,40.43,45.51,60.01
2906,21,16,2018,26.89,24.87,74.52
2907,21,16,2019,28.37,28.12,72.43
2908,21,16,2020,32.07,31.62,67.22
2909,21,16,2021,33.78,31.99,65.4
2910,21,16,2022,32.91,31.15,65.94
2911,21,16,2023,37.52,34.63,63.88
2912,21,16,2024,35.92,31.81,64.88
2913,21,17,2018,32.8,30.58,67.25
2914,21,17,2019,32.03,33.09,67.82
2915,21,17,2020,29.76,28.89,69.07
2916,21,17,2021,33.06,30.67,66.35
2917,21,17,2022,37.5,38.36,62.83
2918,21,17,2023,36.36,34.95,65.06
2919,21,17,2024,39.72,41.25,59.81
2920,21,18,2018,32.57,29.41,66.51
2921,21,18,2019,30.92,32.56,67.6
2922,21,18,2020,35.75,35.84,64.67
2923,21,18,2021,33.82,30.63,66.44
2924,21,18,2022,38.95,41.82,59.85
2925,21,18,2023,42.0,35.09,58.13
2926,21,18,2024,39.41,38.81,60.67
2927,21,19,2018,29.77,23.75,69.03
2928,21,19,2019,32.47,32.69,66.04
2929,21,19,2020,33.27,28.83,66.29
2930,21,19,2021,32.99,37.29,66.95
2931,21,19,2022,32.83,31.08,66.04
2932,21,19,2023,36.55,38.37,62.23
2933,21,19,2024,41.26,41.68,57.82
2934,21,20,2018,30.14,28.92,70.77
2935,21,20,2019,33.04,29.08,67.03
2936,21,20,2020,30.32,31.71,68.35
2937,21,20,2021,33.68,28.04,65.06
2938,21,20,2022,32.76,33.5,66.88
2939,21,20,2023,37.1,35.23,63.58
2940,21,20,2024,40.98,42.67,57.55
2941,22,1,2018,25.77,26.92,73.27
2942,22,1,2019,30.63,27.13,69.83
2943,22,1,2020,28.49,27.56,72.72
2944,22,1,2021,32.01,32.3,66.96
2945,22,1,2022,30.03,27.32,69.47
2946,22,1,2023,35.59,30.86,63.07
2947,22,1,2024,35.38,40.28,63.26
2948,22,2,2018,29.66,29.32,71.48
2949,22,2,2019,32.35,26.84,67.78
2950,22,2,2020,33.67,26.32,66.34
2951,22,2,2021,29.78,25.9,70.14
2952,22,2,2022,35.93,38.87,65.57
2953,22,2,2023,35.08,34.95,64.81
2954,22,2,2024,33.08,29.5,67.92
2955,22,3,2018,24.71,21.06,75.8
2956,22,3,2019,28.21,24.32,72.48
2957,22,3,2020,26.85,24.98,72.59
2958,22,3,2021,27.27,25.86,73.98
2959,22,3,2022,33.57,33.51,65.96
2960,22,3,2023,34.73,40.01,66.54
2961,22,3,2024,37.73,34.93,62.05
2962,22,4,2018,22.05,23.16,77.86
2963,22,4,2019,26.18,28.73,73.16
2964,22,4,2020,26.97,23.24,73.26
2965,22,4,2021,25.68,27.13,75.52
2966,22,4,2022,26.57,26.94,74.58
2967,22,4,2023,33.07,30.45,67.92
2968,22,4,2024,32.08,29.8,66.66
2969,22,5,2018,26.29,26.27,73.55
2970,22,5,2019,24.25,28.31,75.78
2971,22,5,2020,27.61,26.96,72.38
2972,22,5,2021,25.53,27.41,75.4
2973,22,5,2022,31.58,24.65,67.13
2974,22,5,2023,31.63,25.04,67.51
2975,22,5,2024,34.06,32.73,65.37
2976,22,6,2018,24.0,28.79,75.33
2977,22,6,2019,27.37,30.05,73.81
2978,22,6,2020,27.22,29.9,73.46
2979,22,6,2021,29.52,32.65,69.22
2980,22,6,2022,30.6,32.93,70.26
2981,22,6,2023,32.34,26.97,66.71
2982,22,6,2024,34.67,34.0,66.56
2983,22,7,2018,28.55,29.82,72.93
2984,22,7,2019,24.28,22.41,76.34
2985,22,7,2020,31.44,28.19,68.66
2986,22,7,2021,32.03,33.58,67.19
2987,22,7,2022,30.73,27.79,70.32
2988,22,7,2023,32.18,30.7,66.51
2989,22,7,2024,37.37,41.49,63.87
2990,22,8,2018,28.18,25.05,71.72
2991,22,8,2019,28.42,24.2,71.52
2992,22,8,2020,26.87,23.27,73.76
2993,22,8,2021,24.57,25.27,74.49
2994,22,8,2022,31.4,33.6,68.88
2995,22,8,2023,28.91,28.59,70.51
2996,22,8,2024,34.4,35.96,65.11
2997,22,9,2018,23.22,24.9,77.23
2998,22,9,2019,24.81,22.7,74.48
2999,22,9,2020,24.13,22.2,75.6
3000,22,9,2021,24.85,27.34,76.03
3001,22,9,2022,32.75,34.1,68.68
3002,22,9,2023,32.72,27.33,68.33
3003,22,9,2024,34.45,29.46,65.42
3004,22,10,2018,28.09,31.26,72.22
3005,22,10,2019,23.74,21.88,75.26
3006,22,10,2020,24.82,23.06,76.33
3007,22,10,2021,25.79,30.02,73.04
3008,22,10,2022,30.03,31.73,70.38
3009,22,10,2023,29.61,29.61,70.43
3010,22,10,2024,33.37,36.65,66.15
3011,22,11,2018,28.33,26.7,71.66
3012,22,11,2019,26.64,26.33,72.06
3013,22,11,2020,29.84,30.22,70.79
3014,22,11,2021,26.31,22.97,73.89
3015,22,11,2022,29.63,32.24,69.27
3016,22,11,2023,30.76,30.68,67.78
3017,22,11,2024,32.92,32.35,66.62
3018,22,12,2018,24.08,21.84,76.61
3019,22,12,2019,23.12,24.16,77.79
3020,22,12,2020,25.88,28.33,75.62
3021,22,12,2021,29.48,30.18,70.3
3022,22,12,2022,29.72,26.15,69.82
3023,22,12,2023,33.35,30.09,65.24
3024,22,12,2024,34.77,33.99,63.94
3025,22,13,2018,21.64,18.06,77.03
3026,22,13,2019,22.59,21.03,76.31
3027,22,13,2020,21.95,17.83,77.62
3028,22,13,2021,28.93,29.95,70.98
3029,22,13,2022,28.04,26.2,73.37
3030,22,13,2023,29.93,31.5,69.63
3031,22,13,2024,28.94,27.37,70.22
3032,22,14,2018,21.4,20.09,78.58
3033,22,14,2019,23.8,24.12,77.26
3034,22,14,2020,27.81,28.69,71.09
3035,22,14,2021,28.63,26.03,72.41
3036,22,14,2022,30.36,33.5,69.01
3037,22,14,2023,28.75,29.5,70.24
3038,22,14,2024,30.61,24.9,69.49
3039,22,15,2018,27.1,21.73,72.71
3040,22,15,2019,24.2,23.72,74.53
3041,22,15,2020,24.71,25.18,76.59
3042,22,15,2021,30.06,28.61,70.67
3043,22,15,2022,26.9,30.63,72.85
3044,22,15,2023,31.41,30.78,69.91
3045,22,15,2024,30.67,26.45,67.85
3046,22,16,2018,21.73,19.95,78.18
3047,22,16,2019,26.96,24.04,72.41
3048,22,16,2020,25.47,21.74,74.1
3049,22,16,2021,25.12,28.7,73.53
3050,22,16,2022,28.63,30.47,71.63
3051,22,16,2023,29.92,32.1,69.11
3052,22,16,2024,33.56,37.88,65.65
3053,22,17,2018,27.62,22.48,72.7
3054,22,17,2019,23.61,24.89,74.91
3055,22,17,2020,26.22,22.57,74.85
3056,22,17,2021,26.04,28.58,73.9
3057,22,17,2022,29.26,30.71,69.44
3058,22,17,2023,35.82,35.5,64.18
3059,22,17,2024,34.77,34.54,65.49
3060,22,18,2018,28.88,23.76,69.71
3061,22,18,2019,26.39,27.01,74.84
3062,22,18,2020,25.35,25.29,74.08
3063,22,18,2021,28.32,27.81,72.62
3064,22,18,2022,29.3,23.74,72.07
3065,22,18,2023,33.1,31.53,66.72
3066,22,18,2024,33.92,34.6,65.16
3067,22,19,2018,24.5,20.32,74.69
3068,22,19,2019,29.19,28.54,69.32
3069,22,19,2020,26.14,25.4,72.85
3070,22,19,2021,31.06,25.66,67.46
3071,22,19,2022,30.0,27.72,68.83
3072,22,19,2023,35.63,37.34,64.77
3073,22,19,2024,34.32,29.33,64.87
3074,22,20,2018,25.08,23.82,73.76
3075,22,20,2019,28.55,29.43,70.3
3076,22,20,2020,27.36,28.94,73.22
3077,22,20,2021,29.4,33.43,71.69
3078,22,20,2022,30.75,26.66,70.38
3079,22,20,2023,33.31,32.89,66.9
3080,22,20,2024,30.75,26.18,69.93
3081,23,1,2018,31.13,34.86,69.71
3082,23,1,2019,35.43,31.38,64.51
3083,23,1,2020,33.45,34.92,66.43
3084,23,1,2021,33.98,33.95,67.03
3085,23,1,2022,40.05,38.34,59.89
3086,23,1,2023,39.14,36.21,61.99
3087,23,1,2024,43.58,44.25,56.71
3088,23,2,2018,32.78,28.58,68.34
3089,23,2,2019,34.92,37.16,64.67
3090,23,2,2020,32.52,34.01,68.71
3091,23,2,2021,33.21,28.76,68.25
3092,23,2,2022,41.42,39.32,59.09
3093,23,2,2023,39.61,37.67,61.87
3094,23,2,2024,43.37,46.77,56.14
3095,23,3,2018,33.78,35.21,65.42
3096,23,3,2019,30.59,28.92,68.81
3097,23,3,2020,30.71,30.81,69.11
3098,23,3,2021,35.4,37.72,64.75
3099,23,3,2022,37.95,36.49,63.29
3100,23,3,2023,40.68,38.54,60.19
3101,23,3,2024,36.7,42.07,63.11
3102,23,4,2018,32.09,34.49,67.26
3103,23,4,2019,32.18,36.51,67.52
3104,23,4,2020,29.95,29.04,69.63
3105,23,4,2021,30.21,25.36,71.13
3106,23,4,2022,34.16,33.21,66.77
3107,23,4,2023,35.09,36.21,65.2
3108,23,4,2024,38.05,35.06,62.43
3109,23,5,2018,34.76,35.74,64.56
3110,23,5,2019,34.38,32.32,64.95
3111,23,5,2020,32.9,32.27,67.21
3112,23,5,2021,36.14,39.67,62.94
3113,23,5,2022,38.94,36.39,61.87
3114,23,5,2023,37.15,34.58,64.13
3115,23,5,2024,42.08,46.79,58.99
3116,23,6,2018,34.3,31.44,66.83
3117,23,6,2019,35.41,35.82,64.48
3118,23,6,2020,30.88,29.92,70.56
3119,23,6,2021,36.62,34.98,61.99
3120,23,6,2022,34.39,32.02,66.53
3121,23,6,2023,37.55,37.33,63.72
3122,23,6,2024,39.48,36.32,60.47
3123,23,7,2018,30.37,28.29,69.57
3124,23,7,2019,35.68,34.25,62.95
3125,23,7,2020,30.06,33.95,68.49
3126,23,7,2021,36.84,38.59,64.12
3127,23,7,2022,37.18,34.28,62.71
3128,23,7,2023,36.51,35.68,62.53
3129,23,7,2024,41.86,42.74,57.94
3130,23,8,2018,31.52,34.02,69.74
3131,23,8,2019,30.31,30.78,70.17
3132,23,8,2020,30.43,23.85,69.46
3133,23,8,2021,31.51,32.97,69.24
3134,23,8,2022,31.84,27.79,68.45
3135,23,8,2023,37.66,37.74,61.34
3136,23,8,2024,34.55,37.91,65.18
3137,23,9,2018,32.93,33.31,67.92
3138,23,9,2019,30.47,29.2,70.85
3139,23,9,2020,31.88,33.09,68.56
3140,23,9,2021,31.05,25.93,68.2
3141,23,9,2022,33.34,32.32,67.42
3142,23,9,2023,32.98,32.98,65.89
3143,23,9,2024,37.08,36.3,64.02
3144,23,10,2018,33.11,31.56,67.23
3145,23,10,2019,32.87,37.13,67.56
3146,23,10,2020,35.55,29.27,65.68
3147,23,10,2021,36.72,40.35,62.5
3148,23,10,2022,36.17,34.43,64.62
3149,23,10,2023,39.94,42.4,59.83
3150,23,10,2024,40.88,39.23,57.82
3151,23,11,2018,32.45,34.86,67.85
3152,23,11,2019,33.38,28.41,65.55
3153,23,11,2020,32.53,33.14,67.97
3154,23,11,2021,37.06,36.94,63.25
3155,23,11,2022,35.83,41.04,64.07
3156,23,11,2023,38.04,35.65,62.9
3157,23,11,2024,39.42,33.93,60.64
3158,23,12,2018,31.85,36.29,68.12
3159,23,12,2019,30.89,26.93,69.55
3160,23,12,2020,33.87,36.5,66.79
3161,23,12,2021,33.06,35.22,67.33
3162,23,12,2022,34.92,35.14,66.27
3163,23,12,2023,34.05,30.87,65.55
3164,23,12,2024,37.48,33.63,63.73
3165,23,13,2018,26.37,22.04,72.7
3166,23,13,2019,32.03,32.54,67.24
3167,23,13,2020,29.21,26.04,70.6
3168,23,13,2021,27.99,30.79,71.24
3169,23,13,2022,32.68,34.17,67.27
3170,23,13,2023,36.33,38.6,62.67
3171,23,13,2024,33.45,35.09,67.13
3172,23,14,2018,33.1,27.24,67.73
3173,23,14,2019,28.86,22.93,72.01
3174,23,14,2020,28.31,27.44,72.4
3175,23,14,2021,32.4,32.2,67.25
3176,23,14,2022,32.27,31.77,69.07
3177,23,14,2023,36.92,37.35,62.56
3178,23,14,2024,34.93,33.92,66.02
3179,23,15,2018,29.88,27.75,69.4
3180,23,15,2019,27.06,23.57,73.1
3181,23,15,2020,32.13,29.24,68.25
3182,23,15,2021,33.8,33.14,65.06
3183,23,15,2022,35.24,36.05,65.81
3184,23,15,2023,35.94,33.26,64.95
3185,23,15,2024,34.28,32.91,65.08
3186,23,16,2018,31.04,27.82,68.81
3187,23,16,2019,29.63,29.42,70.55
3188,23,16,2020,31.75,34.31,67.03
3189,23,16,2021,32.45,27.68,66.05
3190,23,16,2022,32.0,28.75,67.74
3191,23,16,2023,35.09,31.65,63.79
3192,23,16,2024,37.0,39.51,63.23
3193,23,17,2018,30.15,28.29,68.49
3194,23,17,2019,29.99,29.49,69.04
3195,23,17,2020,35.16,38.62,64.53
3196,23,17,2021,35.13,29.1,65.38
3197,23,17,2022,35.63,37.09,64.23
3198,23,17,2023,39.22,36.45,60.08
3199,23,17,2024,38.3,37.4,61.63
3200,23,18,2018,35.22,28.03,64.58
3201,23,18,2019,29.77,25.65,71.3
3202,23,18,2020,36.3,31.93,64.68
3203,23,18,2021,35.43,35.4,63.14
3204,23,18,2022,36.08,33.66,62.9
3205,23,18,2023,40.96,41.47,59.76
3206,23,18,2024,39.61,40.27,59.52
3207,23,19,2018,30.84,30.1,70.02
3208,23,19,2019,31.49,30.06,68.46
3209,23,19,2020,34.03,32.05,64.89
3210,23,19,2021,36.26,36.65,64.21
3211,23,19,2022,33.24,35.34,66.79
3212,23,19,2023,36.4,36.48,63.94
3213,23,19,2024,36.3,41.66,64.95
3214,23,20,2018,32.44,28.46,68.76
3215,23,20,2019,33.3,33.23,66.16
3216,23,20,2020,33.1,31.95,67.97
3217,23,20,2021,33.89,36.87,65.52
3218,23,20,2022,35.55,34.62,64.8
3219,23,20,2023,34.04,32.59,66.2
3220,23,20,2024,37.63,40.7,61.66
3221,24,1,2018,24.79,19.98,75.97
3222,24,1,2019,24.59,25.09,75.25
3223,24,1,2020,23.82,23.28,75.92
3224,24,1,2021,26.11,24.36,73.69
3225,24,1,2022,28.25,32.71,71.96
3226,24,1,2023,28.28,24.9,70.24
3227,24,1,2024,30.38,29.73,70.25
3228,24,2,2018,25.62,27.5,73.9
3229,24,2,2019,23.89,19.15,76.36
3230,24,2,2020,28.68,27.77,70.81
3231,24,2,2021,24.22,25.6,76.87
3232,24,2,2022,26.78,22.03,73.04
3233,24,2,2023,31.35,30.36,67.18
3234,24,2,2024,29.21,27.91,70.43
3235,24,3,2018,20.71,21.22,78.78
3236,24,3,2019,24.29,24.38,75.58
3237,24,3,2020,24.21,22.88,76.8
3238,24,3,2021,23.03,22.73,75.75
3239,24,3,2022,29.41,27.37,69.54
3240,24,3,2023,30.04,24.85,69.73
3241,24,3,2024,31.87,33.33,67.83
3242,24,4,2018,22.68,25.63,77.08
3243,24,4,2019,21.38,23.81,77.56
3244,24,4,2020,21.94,25.55,79.01
3245,24,4,2021,20.8,22.49,78.63
3246,24,4,2022,27.12,28.77,73.57
3247,24,4,2023,30.3,28.2,69.68
3248,24,4,2024,30.26,29.88,68.48
3249,24,5,2018,21.53,24.17,77.78
3250,24,5,2019,26.86,25.68,73.14
3251,24,5,2020,21.23,24.63,77.33
3252,24,5,2021,28.21,27.01,70.77
3253,24,5,2022,29.96,28.64,69.98
3254,24,5,2023,29.71,27.74,71.29
3255,24,5,2024,31.81,29.08,67.09
3256,24,6,2018,22.83,24.24,77.19
3257,24,6,2019,21.04,20.52,77.91
3258,24,6,2020,22.78,22.87,77.04
3259,24,6,2021,24.59,24.83,75.76
3260,24,6,2022,31.05,33.22,68.41
3261,24,6,2023,31.08,31.36,68.69
3262,24,6,2024,32.99,34.47,66.45
3263,24,7,2018,24.21,28.23,76.93
3264,24,7,2019,22.9,25.04,76.24
3265,24,7,2020,26.93,27.14,73.93
3266,24,7,2021,23.31,21.03,77.62
3267,24,7,2022,24.5,24.64,75.68
3268,24,7,2023,29.74,30.84,70.21
3269,24,7,2024,27.12,27.61,72.47
3270,24,8,2018,20.93,21.18,78.9
3271,24,8,2019,20.04,19.5,79.88
3272,24,8,2020,21.23,22.11,77.41
3273,24,8,2021,23.75,26.69,75.3
3274,24,8,2022,26.48,22.13,73.8
3275,24,8,2023,25.38,20.61,74.89
3276,24,8,2024,30.26,27.35,68.87
3277,24,9,2018,20.52,21.83,78.12
3278,24,9,2019,23.73,24.61,77.62
3279,24,9,2020,21.17,20.36,78.22
3280,24,9,2021,23.66,25.26,77.25
3281,24,9,2022,28.69,29.93,70.71
3282,24,9,2023,26.31,22.6,72.67
3283,24,9,2024,25.69,26.99,74.56
3284,24,10,2018,20.57,20.98,80.43
3285,24,10,2019,23.22,24.05,78.05
3286,24,10,2020,25.61,25.41,73.68
3287,24,10,2021,21.53,22.73,78.53
3288,24,10,2022,29.09,30.38,71.32
3289,24,10,2023,30.4,28.66,70.17
3290,24,10,2024,32.96,28.06,67.77
3291,24,11,2018,22.98,18.03,76.26
3292,24,11,2019,24.13,24.06,76.96
3293,24,11,2020,23.47,24.24,77.24
3294,24,11,2021,25.84,21.29,74.0
3295,24,11,2022,28.05,27.46,72.61
3296,24,11,2023,30.92,24.01,68.76
3297,24,11,2024,29.07,29.72,71.13
3298,24,12,2018,20.49,15.56,79.38
3299,24,12,2019,22.53,21.65,77.21
3300,24,12,2020,20.29,19.53,80.89
3301,24,12,2021,20.86,22.63,79.2
3302,24,12,2022,26.86,26.24,71.89
3303,24,12,2023,31.64,32.36,67.43
3304,24,12,2024,26.98,21.59,71.93
3305,24,13,2018,16.53,13.4,82.21
3306,24,13,2019,19.89,20.2,80.14
3307,24,13,2020,19.94,16.06,79.79
3308,24,13,2021,25.11,28.36,75.88
3309,24,13,2022,22.43,25.31,78.69
3310,24,13,2023,29.2,25.24,71.01
3311,24,13,2024,24.77,21.03,74.75
3312,24,14,2018,17.68,15.1,81.3
3313,24,14,2019,22.39,18.78,78.38
3314,24,14,2020,23.12,26.8,77.59
3315,24,14,2021,20.46,21.57,78.41
3316,24,14,2022,27.88,28.05,72.81
3317,24,14,2023,29.21,28.43,71.35
3318,24,14,2024,31.52,35.58,68.24
3319,24,15,2018,19.3,20.86,79.62
3320,24,15,2019,19.26,15.64,82.11
3321,24,15,2020,23.2,22.23,78.01
3322,24,15,2021,20.44,21.61,80.89
3323,24,15,2022,24.95,21.59,75.61
3324,24,15,2023,23.94,21.45,76.25
3325,24,15,2024,28.3,25.66,72.99
3326,24,16,2018,21.35,16.15,77.19
3327,24,16,2019,22.92,22.89,76.76
3328,24,16,2020,24.36,26.19,76.84
3329,24,16,2021,22.53,21.76,78.2
3330,24,16,2022,22.78,22.56,78.68
3331,24,16,2023,27.38,26.71,73.22
3332,24,16,2024,28.25,28.91,71.83
3333,24,17,2018,24.82,23.46,75.24
3334,24,17,2019,24.73,23.9,74.71
3335,24,17,2020,24.4,26.14,74.47
3336,24,17,2021,21.8,17.76,78.98
3337,24,17,2022,26.1,23.35,74.37
3338,24,17,2023,27.48,29.24,73.75
3339,24,17,2024,27.34,22.66,72.92
3340,24,18,2018,24.74,21.59,76.54
3341,24,18,2019,27.43,31.95,72.14
3342,24,18,2020,28.34,24.65,72.55
3343,24,18,2021,23.64,19.11,75.2
3344,24,18,2022,26.79,21.46,73.44
3345,24,18,2023,31.68,31.64,67.67
3346,24,18,2024,31.03,34.28,67.94
3347,24,19,2018,21.68,18.5,79.64
3348,24,19,2019,24.69,26.53,75.09
3349,24,19,2020,22.95,26.51,76.92
3350,24,19,2021,28.31,28.56,70.92
3351,24,19,2022,29.13,29.85,69.75
3352,24,19,2023,27.7,29.6,71.36
3353,24,19,2024,30.03,33.52,71.1
3354,24,20,2018,24.89,28.23,76.45
3355,24,20,2019,21.27,18.92,77.3
3356,24,20,2020,26.18,28.85,72.38
3357,24,20,2021,22.35,23.98,76.24
3358,24,20,2022,29.02,26.71,71.54
3359,24,20,2023,26.42,26.05,73.5
3360,24,20,2024,29.11,25.51,69.52
3361,25,1,2018,24.03,23.96,76.16
3362,25,1,2019,24.29,25.92,76.97
3363,25,1,2020,21.78,19.38,78.06
3364,25,1,2021,26.62,27.14,73.56
3365,25,1,2022,24.72,24.09,75.47
3366,25,1,2023,26.38,28.34,73.71
3367,25,1,2024,29.69,29.45,69.6
3368,25,2,2018,24.56,20.06,75.84
3369,25,2,2019,20.06,21.37,79.29
3370,25,2,2020,23.07,22.22,76.99
3371,25,2,2021,28.04,30.37,71.19
3372,25,2,2022,26.5,26.26,72.4
3373,25,2,2023,31.94,26.34,67.69
3374,25,2,2024,30.2,25.37,69.95
3375,25,3,2018,20.51,22.31,78.7
3376,25,3,2019,23.05,22.12,77.24
3377,25,3,2020,20.63,23.82,79.76
3378,25,3,2021,23.87,22.49,74.71
3379,25,3,2022,23.51,20.78,77.34
3380,25,3,2023,27.76,29.27,70.85
3381,25,3,2024,28.54,28.2,71.66
3382,25,4,2018,15.91,14.73,82.67
3383,25,4,2019,17.05,18.33,82.24
3384,25,4,2020,20.64,21.33,78.3
3385,25,4,2021,22.14,17.86,79.12
3386,25,4,2022,20.63,20.23,78.46
3387,25,4,2023,25.33,22.31,73.36
3388,25,4,2024,24.61,24.79,74.52
3389,25,5,2018,19.12,20.69,79.73
3390,25,5,2019,22.23,24.86,76.61
3391,25,5,2020,19.23,21.14,82.09
3392,25,5,2021,22.24,24.82,78.59
3393,25,5,2022,26.15,27.81,75.14
3394,25,5,2023,24.68,24.18,75.02
3395,25,5,2024,28.11,28.94,70.63
3396,25,6,2018,20.73,18.03,78.2
3397,25,6,2019,24.49,27.59,75.52
3398,25,6,2020,20.86,18.33,79.37
3399,25,6,2021,25.59,24.4,75.41
3400,25,6,2022,22.41,24.31,78.99
3401,25,6,2023,31.04,26.8,70.09
3402,25,6,2024,25.17,24.08,74.81
3403,25,7,2018,18.21,14.37,80.83
3404,25,7,2019,22.33,19.43,76.2
3405,25,7,2020,22.13,23.28,77.9
3406,25,7,2021,23.02,26.08,77.15
3407,25,7,2022,26.06,26.21,73.65
3408,25,7,2023,25.94,22.67,74.94
3409,25,7,2024,27.82,21.72,71.91
3410,25,8,2018,18.7,17.38,81.57
3411,25,8,2019,19.68,23.34,80.06
3412,25,8,2020,21.07,21.79,80.3
3413,25,8,2021,24.76,20.2,73.92
3414,25,8,2022,26.26,25.53,72.56
3415,25,8,2023,27.45,25.61,72.96
3416,25,8,2024,27.58,31.05,72.91
3417,25,9,2018,16.44,15.27,82.33
3418,25,9,2019,16.08,15.78,82.72
3419,25,9,2020,18.93,15.25,82.18
3420,25,9,2021,18.18,19.12,81.9
3421,25,9,2022,25.72,22.89,75.07
3422,25,9,2023,23.47,25.4,76.5
3423,25,9,2024,26.83,23.85,73.52
3424,25,10,2018,20.35,22.05,79.54
3425,25,10,2019,18.42,16.02,81.02
