trend_id,role_id,country_id,year,quarter,avg_salary_usd,salary_growth_pct,median_salary_usd
1757,5,11,2024,,154407.56,15.52,145081.05
1758,5,12,2018,,67720.69,,62120.57
1759,5,12,2019,,71524.27,5.62,65105.29
1760,5,12,2020,,74370.08,3.98,71555.22
1761,5,12,2021,,80244.93,7.9,76020.21
1762,5,12,2022,,85249.24,6.24,80803.69
1763,5,12,2023,,94610.99,10.98,90538.23
1764,5,12,2024,,107309.69,13.42,98423.43
1765,5,13,2018,,61927.17,,57717.67
1766,5,13,2019,,65064.28,5.07,62251.01
1767,5,13,2020,,67489.29,3.73,62148.89
1768,5,13,2021,,71722.67,6.27,69335.38
1769,5,13,2022,,78447.8,9.38,75860.29
1770,5,13,2023,,86784.64,10.63,83645.77
1771,5,13,2024,,97545.83,12.4,89306.6
1772,5,14,2018,,79550.24,,74750.44
1773,5,14,2019,,82038.79,3.13,78916.98
1774,5,14,2020,,84736.07,3.29,79125.98
1775,5,14,2021,,92402.87,9.05,86514.45
1776,5,14,2022,,98457.25,6.55,89735.29
1777,5,14,2023,,113823.3,15.61,110189.69
1778,5,14,2024,,131306.83,15.36,125117.37
1779,5,15,2018,,74132.89,,67671.45
1780,5,15,2019,,76922.29,3.76,70784.24
1781,5,15,2020,,79677.34,3.58,72585.15
1782,5,15,2021,,85493.6,7.3,78017.14
1783,5,15,2022,,92625.39,8.34,88265.71
1784,5,15,2023,,107055.33,15.58,97940.19
1785,5,15,2024,,122568.97,14.49,118280.8
1786,5,16,2018,,71147.74,,65069.6
1787,5,16,2019,,75061.93,5.5,70209.1
1788,5,16,2020,,77009.44,2.59,73003.91
1789,5,16,2021,,84293.35,9.46,81559.11
1790,5,16,2022,,88651.05,5.17,81675.81
1791,5,16,2023,,102301.02,15.4,95981.98
1792,5,16,2024,,118953.04,16.28,111416.51
1793,5,17,2018,,66834.01,,61742.67
1794,5,17,2019,,68480.0,2.46,64632.16
1795,5,17,2020,,71521.2,4.44,68543.59
1796,5,17,2021,,75416.64,5.45,68962.23
1797,5,17,2022,,82059.87,8.81,75670.34
1798,5,17,2023,,94303.24,14.92,88777.51
1799,5,17,2024,,105691.93,12.08,101262.05
1800,5,18,2018,,71598.41,,66099.4
1801,5,18,2019,,75823.69,5.9,70720.66
1802,5,18,2020,,78202.47,3.14,71280.08
1803,5,18,2021,,84577.44,8.15,80777.82
1804,5,18,2022,,92506.61,9.38,85801.63
1805,5,18,2023,,108202.86,16.97,100821.79
1806,5,18,2024,,125415.02,15.91,119218.71
1807,5,19,2018,,68688.83,,63705.0
1808,5,19,2019,,70960.22,3.31,68219.26
1809,5,19,2020,,74261.84,4.65,68068.17
1810,5,19,2021,,81044.45,9.13,76092.62
1811,5,19,2022,,85116.85,5.02,79323.0
1812,5,19,2023,,95200.81,11.85,88989.45
1813,5,19,2024,,105973.29,11.32,96608.93
1814,5,20,2018,,62075.76,,58352.14
1815,5,20,2019,,64773.95,4.35,59284.44
1816,5,20,2020,,68035.24,5.03,62264.31
1817,5,20,2021,,70998.36,4.36,67006.48
1818,5,20,2022,,75615.91,6.5,69667.51
1819,5,20,2023,,86263.84,14.08,82606.27
1820,5,20,2024,,96518.74,11.89,89948.45
1821,5,21,2018,,19167.95,,18561.53
1822,5,21,2019,,20175.19,5.25,19326.4
1823,5,21,2020,,21157.05,4.87,19761.8
1824,5,21,2021,,22791.66,7.73,21295.45
1825,5,21,2022,,24797.13,8.8,23688.47
1826,5,21,2023,,28184.54,13.66,26606.71
1827,5,21,2024,,32969.46,16.98,31059.02
1828,5,22,2018,,28847.99,,26251.79
1829,5,22,2019,,29871.01,3.55,27456.38
1830,5,22,2020,,31214.49,4.5,29773.69
1831,5,22,2021,,32661.22,4.63,29928.27
1832,5,22,2022,,34159.78,4.59,31350.15
1833,5,22,2023,,39700.53,16.22,38500.91
1834,5,22,2024,,44474.52,12.03,42185.77
1835,5,23,2018,,21464.4,,20334.94
1836,5,23,2019,,21947.95,2.25,20827.15
1837,5,23,2020,,22982.55,4.71,21640.67
1838,5,23,2021,,24830.12,8.04,22892.9
1839,5,23,2022,,26914.02,8.39,26021.7
1840,5,23,2023,,31291.33,16.26,28752.34
1841,5,23,2024,,35802.87,14.42,33358.16
1842,5,24,2018,,17492.88,,16250.21
1843,5,24,2019,,18023.82,3.04,17271.64
1844,5,24,2020,,18680.21,3.64,17494.46
1845,5,24,2021,,19866.76,6.35,18305.3
1846,5,24,2022,,21114.62,6.28,19652.97
1847,5,24,2023,,24548.99,16.27,23118.21
1848,5,24,2024,,27683.63,12.77,26806.8
1849,5,25,2018,,15675.65,,14764.32
1850,5,25,2019,,16079.16,2.57,15406.56
1851,5,25,2020,,16813.56,4.57,15355.1
1852,5,25,2021,,17822.3,6.0,16580.14
1853,5,25,2022,,18678.35,4.8,17494.24
1854,5,25,2023,,21018.76,12.53,20335.48
1855,5,25,2024,,23666.49,12.6,22743.5
1856,5,26,2018,,10635.22,,9706.77
1857,5,26,2019,,10979.39,3.24,10347.06
1858,5,26,2020,,11269.61,2.64,10407.29
1859,5,26,2021,,12246.69,8.67,11746.12
1860,5,26,2022,,13392.78,9.36,12825.8
1861,5,26,2023,,14946.09,11.6,14144.07
1862,5,26,2024,,16459.74,10.13,15733.49
1863,5,27,2018,,11528.15,,10525.9
1864,5,27,2019,,12033.31,4.38,11331.43
1865,5,27,2020,,12632.77,4.98,11742.03
1866,5,27,2021,,13304.26,5.32,12226.04
1867,5,27,2022,,13935.71,4.75,13452.43
1868,5,27,2023,,16059.06,15.24,14994.48
1869,5,27,2024,,18196.42,13.31,17337.18
1870,5,28,2018,,13663.06,,13118.34
1871,5,28,2019,,14295.49,4.63,13845.11
1872,5,28,2020,,15015.59,5.04,13800.95
1873,5,28,2021,,16179.64,7.75,15141.91
1874,5,28,2022,,17023.28,5.21,16302.62
1875,5,28,2023,,19424.94,14.11,18327.54
1876,5,28,2024,,22235.4,14.47,20520.48
1877,5,29,2018,,19179.93,,17767.44
1878,5,29,2019,,20224.36,5.45,18972.23
1879,5,29,2020,,21254.94,5.1,19653.71
1880,5,29,2021,,23236.54,9.32,22170.91
1881,5,29,2022,,24195.35,4.13,22925.26
1882,5,29,2023,,27901.62,15.32,26544.07
1883,5,29,2024,,32127.79,15.15,30888.76
1884,5,30,2018,,15600.21,,15052.41
1885,5,30,2019,,16515.9,5.87,15486.74
1886,5,30,2020,,17257.81,4.49,15850.48
1887,5,30,2021,,18934.15,9.71,17548.54
1888,5,30,2022,,19955.03,5.39,18901.03
1889,5,30,2023,,23035.72,15.44,22107.06
1890,5,30,2024,,26380.31,14.52,24019.51
1891,5,31,2018,,15842.59,,15362.88
1892,5,31,2019,,16578.88,4.65,15757.16
1893,5,31,2020,,17071.95,2.97,16276.21
1894,5,31,2021,,18515.56,8.46,17032.33
1895,5,31,2022,,19397.1,4.76,18149.56
1896,5,31,2023,,21879.88,12.8,20469.73
1897,5,31,2024,,24122.41,10.25,23031.38
1898,5,32,2018,,16882.28,,16184.38
1899,5,32,2019,,17684.76,4.75,16960.06
1900,5,32,2020,,18117.1,2.44,16534.92
1901,5,32,2021,,19885.15,9.76,18321.49
1902,5,32,2022,,21831.13,9.79,20513.91
1903,5,32,2023,,24769.67,13.46,22826.48
1904,5,32,2024,,28707.18,15.9,26948.27
1905,5,33,2018,,19756.79,,18790.78
1906,5,33,2019,,20570.24,4.12,19783.26
1907,5,33,2020,,21172.68,2.93,19882.62
1908,5,33,2021,,23270.95,9.91,21343.47
1909,5,33,2022,,25288.44,8.67,24442.93
1910,5,33,2023,,28703.15,13.5,27636.81
1911,5,33,2024,,31843.59,10.94,30166.58
1912,5,34,2018,,24441.7,,22756.54
1913,5,34,2019,,24988.82,2.24,23389.9
1914,5,34,2020,,25910.58,3.69,24339.11
1915,5,34,2021,,28208.63,8.87,25965.57
1916,5,34,2022,,29830.4,5.75,28930.57
1917,5,34,2023,,34789.59,16.62,33460.53
1918,5,34,2024,,39479.29,13.48,38051.95
1919,5,35,2018,,13703.69,,13194.05
1920,5,35,2019,,14192.35,3.57,13477.89
1921,5,35,2020,,14689.17,3.5,13973.25
1922,5,35,2021,,16098.38,9.59,15344.7
1923,5,35,2022,,17130.05,6.41,16428.2
1924,5,35,2023,,18954.74,10.65,17558.66
1925,5,35,2024,,21796.15,14.99,20389.79
1926,5,36,2018,,10145.33,,9349.79
1927,5,36,2019,,10434.56,2.85,9921.76
1928,5,36,2020,,10903.41,4.49,10030.59
1929,5,36,2021,,11901.69,9.16,11175.82
1930,5,36,2022,,12529.02,5.27,11545.47
1931,5,36,2023,,14235.06,13.62,13531.24
1932,5,36,2024,,16569.71,16.4,15410.27
1933,5,37,2018,,9418.45,,8947.69
1934,5,37,2019,,9909.44,5.21,9284.33
1935,5,37,2020,,10254.18,3.48,9784.22
1936,5,37,2021,,11019.09,7.46,10622.06
1937,5,37,2022,,11734.46,6.49,11335.38
1938,5,37,2023,,13343.64,13.71,12936.56
1939,5,37,2024,,15069.47,12.93,14166.54
1940,5,38,2018,,15013.57,,13669.55
1941,5,38,2019,,15542.58,3.52,14767.49
1942,5,38,2020,,16409.78,5.58,15381.32
1943,5,38,2021,,17910.61,9.15,16663.04
1944,5,38,2022,,18998.08,6.07,17844.89
1945,5,38,2023,,22053.69,16.08,20778.9
1946,5,38,2024,,24877.02,12.8,23606.36
1947,5,39,2018,,32468.34,,30854.67
1948,5,39,2019,,33672.22,3.71,31040.13
1949,5,39,2020,,35284.21,4.79,33805.88
1950,5,39,2021,,38455.78,8.99,36569.65
1951,5,39,2022,,41905.07,8.97,39730.78
1952,5,39,2023,,47844.74,14.17,43899.45
1953,5,39,2024,,54219.05,13.32,52211.66
1954,5,40,2018,,33906.83,,32488.74
1955,5,40,2019,,35938.86,5.99,34375.53
1956,5,40,2020,,37818.26,5.23,35275.58
1957,5,40,2021,,40217.93,6.35,38951.88
1958,5,40,2022,,43015.6,6.96,40700.95
1959,5,40,2023,,47376.53,10.14,43331.3
1960,5,40,2024,,54210.01,14.42,51957.5
1961,5,41,2018,,23902.76,,22460.58
1962,5,41,2019,,25327.64,5.96,23398.9
1963,5,41,2020,,26271.24,3.73,25354.76
1964,5,41,2021,,27550.45,4.87,25272.71
1965,5,41,2022,,29505.35,7.1,27742.64
1966,5,41,2023,,34227.25,16.0,32975.68
1967,5,41,2024,,38021.13,11.08,36242.96
1968,5,42,2018,,26946.68,,25823.28
1969,5,42,2019,,28239.56,4.8,27166.38
1970,5,42,2020,,29208.0,3.43,26789.33
1971,5,42,2021,,30487.48,4.38,28624.92
1972,5,42,2022,,33166.57,8.79,30679.56
1973,5,42,2023,,38386.13,15.74,35272.65
1974,5,42,2024,,43085.42,12.24,40934.56
1975,5,43,2018,,35690.57,,33821.23
1976,5,43,2019,,37579.38,5.29,34514.32
1977,5,43,2020,,39551.42,5.25,36650.28
1978,5,43,2021,,42298.95,6.95,39182.19
1979,5,43,2022,,45032.04,6.46,41783.08
1980,5,43,2023,,49685.75,10.33,47290.51
1981,5,43,2024,,58038.53,16.81,55370.03
1982,5,44,2018,,41040.06,,38833.98
1983,5,44,2019,,42868.69,4.46,40257.88
1984,5,44,2020,,45331.64,5.75,43119.36
1985,5,44,2021,,49278.47,8.71,45177.01
1986,5,44,2022,,52460.17,6.46,49381.64
1987,5,44,2023,,58368.68,11.26,55152.25
1988,5,44,2024,,67867.97,16.27,62064.23
1989,5,45,2018,,43490.53,,41379.39
1990,5,45,2019,,46001.62,5.77,43644.07
1991,5,45,2020,,47909.59,4.15,45964.14
1992,5,45,2021,,49936.33,4.23,47743.07
1993,5,45,2022,,53035.91,6.21,50024.77
1994,5,45,2023,,60913.9,14.85,56216.0
1995,5,45,2024,,69198.42,13.6,66380.17
1996,5,46,2018,,29837.07,,28403.32
1997,5,46,2019,,30784.37,3.17,29081.85
1998,5,46,2020,,31464.75,2.21,29401.06
1999,5,46,2021,,34473.45,9.56,31754.48
2000,5,46,2022,,35974.05,4.35,34563.8
2001,5,46,2023,,40421.04,12.36,37605.37
2002,5,46,2024,,44911.14,11.11,41884.57
2003,5,47,2018,,22414.73,,20990.08
2004,5,47,2019,,23182.46,3.43,21184.46
2005,5,47,2020,,24412.39,5.31,22852.09
2006,5,47,2021,,26799.17,9.78,24470.25
2007,5,47,2022,,28354.42,5.8,26070.89
2008,5,47,2023,,31515.6,11.15,29200.09
2009,5,47,2024,,35682.38,13.22,34048.9
2010,5,48,2018,,49023.73,,47315.84
2011,5,48,2019,,50962.07,3.95,47416.88
2012,5,48,2020,,53590.72,5.16,49346.55
2013,5,48,2021,,58637.99,9.42,56732.1
2014,5,48,2022,,61637.26,5.11,58103.77
2015,5,48,2023,,68070.38,10.44,63171.89
2016,5,48,2024,,75456.96,10.85,69385.98
2017,5,49,2018,,60943.09,,58768.83
2018,5,49,2019,,62913.24,3.23,58964.29
2019,5,49,2020,,64340.95,2.27,62256.36
2020,5,49,2021,,69963.08,8.74,67721.3
2021,5,49,2022,,74036.72,5.82,69127.38
2022,5,49,2023,,83119.77,12.27,77982.1
2023,5,49,2024,,93971.2,13.06,90365.04
2024,5,50,2018,,70721.72,,64497.52
2025,5,50,2019,,72585.21,2.63,66818.33
2026,5,50,2020,,75991.3,4.69,72262.6
2027,5,50,2021,,81675.97,7.48,78551.13
2028,5,50,2022,,89049.1,9.03,82788.88
2029,5,50,2023,,98956.34,11.13,91544.79
2030,5,50,2024,,113713.99,14.91,110295.0
2031,5,51,2018,,11178.76,,10495.0
2032,5,51,2019,,11497.64,2.85,11088.8
2033,5,51,2020,,12007.11,4.43,11157.98
2034,5,51,2021,,13005.67,8.32,12135.67
2035,5,51,2022,,13783.44,5.98,13026.96
2036,5,51,2023,,15928.88,15.57,14772.48
2037,5,51,2024,,18177.26,14.12,16737.2
2038,5,52,2018,,10062.99,,9491.02
2039,5,52,2019,,10531.46,4.66,9713.79
2040,5,52,2020,,10752.19,2.1,10360.64
2041,5,52,2021,,11486.12,6.83,10887.85
2042,5,52,2022,,12429.62,8.21,11801.38
2043,5,52,2023,,13814.11,11.14,12955.86
2044,5,52,2024,,15760.98,14.09,14844.61
2045,5,53,2018,,7226.76,,7004.13
2046,5,53,2019,,7555.8,4.55,6895.66
2047,5,53,2020,,7723.23,2.22,7146.68
2048,5,53,2021,,8399.03,8.75,7900.66
2049,5,53,2022,,9127.21,8.67,8486.1
2050,5,53,2023,,10633.4,16.5,10176.61
2051,5,53,2024,,11991.19,12.77,11191.59
2052,5,54,2018,,25498.43,,24240.12
2053,5,54,2019,,26195.52,2.73,25338.75
2054,5,54,2020,,27069.54,3.34,25130.65
2055,5,54,2021,,28375.23,4.82,27169.65
2056,5,54,2022,,29654.4,4.51,28088.52
2057,5,54,2023,,32973.73,11.19,30360.94
2058,5,54,2024,,37593.58,14.01,35418.2
2059,5,55,2018,,16453.32,,15063.91
2060,5,55,2019,,17314.07,5.23,16532.25
2061,5,55,2020,,17831.54,2.99,16371.66
2062,5,55,2021,,19494.92,9.33,18654.22
2063,5,55,2022,,21079.97,8.13,20327.86
2064,5,55,2023,,24440.0,15.94,22930.95
2065,5,55,2024,,26933.2,10.2,24713.49
2066,5,56,2018,,10922.58,,10408.97
2067,5,56,2019,,11320.01,3.64,10596.24
2068,5,56,2020,,11641.61,2.84,10613.86
2069,5,56,2021,,12524.25,7.58,11932.43
2070,5,56,2022,,13752.76,9.81,13330.64
2071,5,56,2023,,15167.69,10.29,13910.32
2072,5,56,2024,,17177.43,13.25,16434.46
2073,5,57,2018,,48871.12,,44904.58
2074,5,57,2019,,50985.37,4.33,47525.91
2075,5,57,2020,,53961.63,5.84,51976.67
2076,5,57,2021,,58298.73,8.04,55483.33
2077,5,57,2022,,61912.95,6.2,58300.19
2078,5,57,2023,,70558.18,13.96,67416.04
2079,5,57,2024,,78161.04,10.78,74831.06
2080,5,58,2018,,73769.4,,70342.05
2081,5,58,2019,,75617.81,2.51,69538.55
2082,5,58,2020,,78574.36,3.91,74755.78
2083,5,58,2021,,82221.64,4.64,76981.1
2084,5,58,2022,,86773.97,5.54,80640.85
2085,5,58,2023,,99285.67,14.42,92322.24
2086,5,58,2024,,111275.13,12.08,107129.1
2087,5,59,2018,,7074.12,,6549.89
2088,5,59,2019,,7472.01,5.62,6914.67
2089,5,59,2020,,7765.13,3.92,7531.63
2090,5,59,2021,,8353.41,7.58,7792.71
2091,5,59,2022,,8850.71,5.95,8402.77
2092,5,59,2023,,9942.19,12.33,9154.11
2093,5,59,2024,,11003.32,10.67,10100.24
2094,5,60,2018,,12184.24,,11708.86
2095,5,60,2019,,12490.61,2.51,11773.52
2096,5,60,2020,,12863.2,2.98,12365.81
2097,5,60,2021,,14024.6,9.03,12793.66
2098,5,60,2022,,14819.89,5.67,14344.23
2099,5,60,2023,,16535.49,11.58,15178.36
2100,5,60,2024,,18720.45,13.21,17058.22
2101,6,1,2018,,118962.62,,113971.2
2102,6,1,2019,,122228.11,2.74,114591.05
2103,6,1,2020,,127842.29,4.59,122347.3
2104,6,1,2021,,140556.79,9.95,135226.51
2105,6,1,2022,,153109.07,8.93,147361.07
2106,6,1,2023,,175731.3,14.78,164812.08
2107,6,1,2024,,202846.88,15.43,188876.72
2108,6,2,2018,,113832.97,,107724.77
2109,6,2,2019,,119371.28,4.87,112951.98
2110,6,2,2020,,123253.22,3.25,112420.0
2111,6,2,2021,,133282.16,8.14,122724.22
2112,6,2,2022,,144208.41,8.2,139718.66
2113,6,2,2023,,166288.08,15.31,159608.23
2114,6,2,2024,,187812.38,12.94,174867.87
2115,6,3,2018,,95967.27,,88603.11
2116,6,3,2019,,99736.64,3.93,92459.29
2117,6,3,2020,,103046.95,3.32,95444.5
2118,6,3,2021,,109346.43,6.11,105802.24
2119,6,3,2022,,115173.24,5.33,107770.9
2120,6,3,2023,,126715.63,10.02,116847.31
2121,6,3,2024,,139665.93,10.22,130442.66
2122,6,4,2018,,93211.74,,89583.09
2123,6,4,2019,,97200.73,4.28,91931.8
2124,6,4,2020,,100373.27,3.26,92125.3
2125,6,4,2021,,105084.88,4.69,98812.73
2126,6,4,2022,,109937.76,4.62,100314.02
2127,6,4,2023,,123437.37,12.28,116625.64
2128,6,4,2024,,142710.93,15.61,131470.62
2129,6,5,2018,,115302.28,,105229.1
2130,6,5,2019,,118571.71,2.84,108961.92
2131,6,5,2020,,124311.75,4.84,113658.23
2132,6,5,2021,,133418.8,7.33,127389.34
2133,6,5,2022,,139471.57,4.54,129165.88
2134,6,5,2023,,156151.32,11.96,151350.3
2135,6,5,2024,,172465.64,10.45,166739.22
2136,6,6,2018,,103254.09,,99223.87
2137,6,6,2019,,105751.23,2.42,98558.23
2138,6,6,2020,,111507.33,5.44,102172.89
2139,6,6,2021,,121491.42,8.95,112208.19
2140,6,6,2022,,127168.69,4.67,118667.02
2141,6,6,2023,,146457.44,15.17,136482.14
2142,6,6,2024,,164240.05,12.14,155258.84
2143,6,7,2018,,89532.92,,84190.64
2144,6,7,2019,,94469.21,5.51,91337.25
2145,6,7,2020,,98724.88,4.5,91144.25
2146,6,7,2021,,105133.68,6.49,98022.58
2147,6,7,2022,,110268.19,4.88,104296.46
2148,6,7,2023,,126431.92,14.66,120928.27
2149,6,7,2024,,146860.38,16.16,134471.64
2150,6,8,2018,,121560.1,,116377.25
2151,6,8,2019,,125459.21,3.21,114187.95
2152,6,8,2020,,130418.79,3.95,123929.86
2153,6,8,2021,,142723.26,9.43,133839.08
2154,6,8,2022,,155231.14,8.76,144356.34
2155,6,8,2023,,177245.45,14.18,161383.11
2156,6,8,2024,,197597.21,11.48,181702.36
2157,6,9,2018,,105505.9,,99798.3
2158,6,9,2019,,110768.44,4.99,106618.69
2159,6,9,2020,,116216.04,4.92,108706.35
2160,6,9,2021,,121250.48,4.33,116319.66
2161,6,9,2022,,132296.33,9.11,122621.7
2162,6,9,2023,,150071.48,13.44,136781.81
2163,6,9,2024,,168488.32,12.27,161788.69
2164,6,10,2018,,111509.47,,103422.96
2165,6,10,2019,,116998.48,4.92,108359.97
2166,6,10,2020,,123492.25,5.55,114678.71
2167,6,10,2021,,134351.0,8.79,129972.14
2168,6,10,2022,,145467.86,8.27,139302.17
2169,6,10,2023,,160220.73,10.14,147354.0
2170,6,10,2024,,185177.01,15.58,172221.52
2171,6,11,2018,,138058.89,,132108.2
2172,6,11,2019,,142566.09,3.26,134569.37
2173,6,11,2020,,148353.26,4.06,138990.71
2174,6,11,2021,,155655.23,4.92,147615.94
2175,6,11,2022,,170945.5,9.82,159480.47
2176,6,11,2023,,195232.42,14.21,182311.94
2177,6,11,2024,,225529.72,15.52,213940.16
2178,6,12,2018,,102676.72,,94059.84
2179,6,12,2019,,108075.22,5.26,98618.16
2180,6,12,2020,,110275.79,2.04,102196.11
2181,6,12,2021,,117716.41,6.75,109167.79
2182,6,12,2022,,129266.18,9.81,121273.84
2183,6,12,2023,,143760.42,11.21,133486.8
2184,6,12,2024,,167254.26,16.34,159108.6
2185,6,13,2018,,97868.19,,89816.33
2186,6,13,2019,,102308.08,4.54,97671.59
2187,6,13,2020,,106214.78,3.82,96718.54
2188,6,13,2021,,115325.66,8.58,108492.63
2189,6,13,2022,,122720.96,6.41,113104.24
2190,6,13,2023,,139584.16,13.74,128762.85
2191,6,13,2024,,155434.02,11.36,146941.58
2192,6,14,2018,,115182.01,,110096.22
2193,6,14,2019,,118343.77,2.75,108928.49
2194,6,14,2020,,123444.43,4.31,113505.63
2195,6,14,2021,,135180.64,9.51,130645.95
2196,6,14,2022,,140970.73,4.28,133671.42
2197,6,14,2023,,159527.06,13.16,150522.25
2198,6,14,2024,,177630.45,11.35,168128.51
2199,6,15,2018,,107576.36,,98639.0
2200,6,15,2019,,112157.97,4.26,102856.89
2201,6,15,2020,,118659.18,5.8,110757.7
2202,6,15,2021,,127619.79,7.55,117401.31
2203,6,15,2022,,135016.87,5.8,123189.29
2204,6,15,2023,,151782.24,12.42,145035.98
2205,6,15,2024,,167053.96,10.06,156285.74
2206,6,16,2018,,102265.08,,97897.75
2207,6,16,2019,,107256.86,4.88,99486.41
2208,6,16,2020,,111585.01,4.04,104973.98
2209,6,16,2021,,121618.89,8.99,113264.85
2210,6,16,2022,,133359.5,9.65,123764.73
2211,6,16,2023,,150322.26,12.72,138193.11
2212,6,16,2024,,170701.56,13.56,161416.35
2213,6,17,2018,,107893.25,,100196.03
2214,6,17,2019,,110374.49,2.3,105186.23
2215,6,17,2020,,115883.01,4.99,107668.74
2216,6,17,2021,,127062.15,9.65,119934.57
2217,6,17,2022,,137168.17,7.95,125459.99
2218,6,17,2023,,152629.64,11.27,142596.2
2219,6,17,2024,,176016.68,15.32,170540.35
2220,6,18,2018,,108775.24,,104093.17
2221,6,18,2019,,114319.02,5.1,104389.66
2222,6,18,2020,,117623.82,2.89,112954.94
2223,6,18,2021,,122885.98,4.47,117976.94
2224,6,18,2022,,130793.23,6.43,122418.13
2225,6,18,2023,,150218.37,14.85,142830.62
2226,6,18,2024,,166912.42,11.11,155263.48
2227,6,19,2018,,106825.34,,101542.81
2228,6,19,2019,,110241.09,3.2,102275.54
2229,6,19,2020,,114802.93,4.14,105332.22
2230,6,19,2021,,119439.0,4.04,113442.08
2231,6,19,2022,,128705.0,7.76,123407.69
2232,6,19,2023,,147925.65,14.93,139163.59
2233,6,19,2024,,162906.15,10.13,153078.81
2234,6,20,2018,,81398.31,,77300.2
2235,6,20,2019,,85264.72,4.75,80367.1
2236,6,20,2020,,88091.0,3.31,82106.25
2237,6,20,2021,,92962.11,5.53,84891.44
2238,6,20,2022,,97117.19,4.47,92434.05
2239,6,20,2023,,112856.02,16.21,106374.67
2240,6,20,2024,,125807.72,11.48,120278.19
2241,6,21,2018,,27994.79,,26821.13
2242,6,21,2019,,29427.81,5.12,27074.4
2243,6,21,2020,,30619.07,4.05,29628.96
2244,6,21,2021,,32950.17,7.61,31751.47
2245,6,21,2022,,36001.19,9.26,34890.67
2246,6,21,2023,,40469.33,12.41,36899.6
2247,6,21,2024,,44601.41,10.21,40972.64
2248,6,22,2018,,41624.76,,38080.38
2249,6,22,2019,,42904.71,3.07,40900.66
2250,6,22,2020,,45314.21,5.62,42623.0
2251,6,22,2021,,47888.85,5.68,46412.68
2252,6,22,2022,,52234.01,9.07,49522.39
2253,6,22,2023,,57612.82,10.3,54160.42
2254,6,22,2024,,67363.48,16.92,63506.93
2255,6,23,2018,,32628.27,,30350.06
2256,6,23,2019,,34574.49,5.96,32174.65
2257,6,23,2020,,36335.26,5.09,33590.61
2258,6,23,2021,,39736.63,9.36,36599.05
2259,6,23,2022,,41734.29,5.03,38246.46
2260,6,23,2023,,48273.56,15.67,45468.1
2261,6,23,2024,,53705.94,11.25,49128.19
2262,6,24,2018,,25871.35,,24249.75
2263,6,24,2019,,26740.28,3.36,24500.08
2264,6,24,2020,,28273.74,5.73,26424.16
2265,6,24,2021,,30096.59,6.45,27429.67
2266,6,24,2022,,31764.52,5.54,29003.86
2267,6,24,2023,,35027.36,10.27,33930.47
2268,6,24,2024,,39361.36,12.37,37640.61
2269,6,25,2018,,23570.54,,21673.95
2270,6,25,2019,,24082.09,2.17,22736.58
2271,6,25,2020,,24880.73,3.32,23852.64
2272,6,25,2021,,26996.44,8.5,25032.54
2273,6,25,2022,,28607.62,5.97,26050.98
2274,6,25,2023,,32735.93,14.43,30685.66
2275,6,25,2024,,36554.56,11.66,34093.83
2276,6,26,2018,,16210.77,,15421.34
2277,6,26,2019,,16626.2,2.56,15197.61
2278,6,26,2020,,17312.97,4.13,15929.95
2279,6,26,2021,,18353.6,6.01,17795.01
2280,6,26,2022,,19416.55,5.79,17944.3
2281,6,26,2023,,22443.03,15.59,20494.76
2282,6,26,2024,,25184.26,12.21,23119.29
2283,6,27,2018,,18322.81,,16887.73
2284,6,27,2019,,18879.68,3.04,17841.74
2285,6,27,2020,,19291.03,2.18,18213.2
2286,6,27,2021,,20409.9,5.8,19465.49
2287,6,27,2022,,21474.34,5.22,19989.32
2288,6,27,2023,,25109.42,16.93,24057.29
2289,6,27,2024,,28843.68,14.87,27338.35
2290,6,28,2018,,19065.42,,18170.91
2291,6,28,2019,,19591.81,2.76,18398.97
2292,6,28,2020,,20149.46,2.85,18812.7
2293,6,28,2021,,21502.1,6.71,20681.29
2294,6,28,2022,,23434.83,8.99,21566.82
2295,6,28,2023,,25993.71,10.92,24140.7
2296,6,28,2024,,30030.02,15.53,27369.9
2297,6,29,2018,,28026.14,,25776.06
2298,6,29,2019,,28977.48,3.39,26818.49
2299,6,29,2020,,29618.34,2.21,28211.75
2300,6,29,2021,,30989.57,4.63,29834.25
2301,6,29,2022,,32522.89,4.95,30425.99
2302,6,29,2023,,37271.59,14.6,35597.32
2303,6,29,2024,,43538.6,16.81,40072.15
2304,6,30,2018,,22795.11,,21451.57
2305,6,30,2019,,24083.45,5.65,22102.08
2306,6,30,2020,,25368.79,5.34,23304.55
2307,6,30,2021,,27759.0,9.42,26093.16
2308,6,30,2022,,29342.28,5.7,27119.57
2309,6,30,2023,,33034.95,12.58,30319.23
2310,6,30,2024,,37664.27,14.01,35102.37
2311,6,31,2018,,25405.49,,24018.11
2312,6,31,2019,,26290.76,3.48,25484.96
2313,6,31,2020,,27123.31,3.17,25768.67
2314,6,31,2021,,29646.01,9.3,28243.4
2315,6,31,2022,,31009.21,4.6,28434.56
2316,6,31,2023,,36042.1,16.23,34167.23
2317,6,31,2024,,41763.96,15.88,39065.83
2318,6,32,2018,,25450.06,,23412.36
2319,6,32,2019,,26025.59,2.26,23767.17
2320,6,32,2020,,27044.81,3.92,25395.8
2321,6,32,2021,,28474.37,5.29,26855.39
2322,6,32,2022,,29741.9,4.45,28598.64
2323,6,32,2023,,34132.33,14.76,33016.09
